,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
358,NC_011653,12.0,17.0,17.0,cas1|cmr1|cas4|cas8b|c2c9|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-B,3.0,,,not all loci have repeats,Thermosipho,2420.0,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,NC_009616
359,NC_011660,2.0,3.0,3.0,cas1|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Listeria,1637.0,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria_innocua
360,NC_011661,2.0,5.0,7.0,cas1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeI-B,2.0,,,not all loci have repeats,Dictyoglomus,13.0,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus_thermophilum
361,NC_011662,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Thauera,33057.0,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,NC_011662
362,NC_011726,7.0,18.0,11.0,cas1|cas10d|cas4|c2c5|cas8b|c2c9|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeVU-5|TypeI-D|TypeI-B,3.0,,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
363,NC_011729,11.0,32.0,16.0,cas1|cas10d|cas4|cas8b|c2c9|cas8e|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeI-D|TypeI-E|TypeI-B|TypeI-A,3.0,,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
364,NC_011737,1.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
365,NC_011738,1.0,2.0,2.0,csm6|cas1,,,0.0,,missing signature protein,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
366,NC_011740,2.0,5.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
367,NC_011741,2.0,9.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
368,NC_011742,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
369,NC_011745,2.0,5.0,3.0,cas8f|cas1|c2c8|c2c9|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-F,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
370,NC_011748,1.0,9.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
371,NC_011751,2.0,7.0,2.0,c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,missing cas1,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
372,NC_011761,1.0,4.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Acidithiobacillus,119977.0,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus_caldus
373,NC_011766,2.0,9.0,13.0,csm6|cas1|cmr1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Desulfurococcus,2273.0,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus_fermentans
374,NC_011768,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Desulfatibacillum,218207.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum_alkenivorans
375,NC_011769,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
376,NC_011770,1.0,0.0,0.0,,,,,,,not all loci have repeats,Pseudomonas,286.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NC_002947
377,NC_011830,5.0,9.0,12.0,cas1|cas8c|cas4|cas8b|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-B|TypeI-C,2.0,,,not all loci have repeats,Desulfitobacterium,36853.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium_dehalogenans
378,NC_011831,8.0,19.0,18.0,cas1|cmr1|cas4|cas8b|c2c9|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-B|TypeI-A,3.0,,,not all loci have repeats,Chloroflexus,1107.0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus_aggregans
379,NC_011832,1.0,4.0,5.0,cas1|cas10d|cas8e|cas3,TypeIII|TypeI,TypeI-D|TypeI-E,2.0,,,not all loci have repeats,Methanosphaerula,475087.0,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula_palustris
380,NC_011835,1.0,3.0,5.0,cas1|cas4|cas3,TypeI,,1.0,,,not all loci have repeats,Bifidobacterium,1678.0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium_adolescentis
381,NC_011837,5.0,5.0,6.0,cas1|cas4|cas8b|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-B,2.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
382,NC_011880,3.0,2.0,2.0,cas1|cas10,TypeIII,,1.0,,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
383,NC_011883,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
384,NC_011884,3.0,11.0,13.0,cas1|cas10d|cas4|c2c5|c2c9|cas8e|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeVU-5|TypeI-D|TypeI-E,3.0,,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
385,NC_011891,2.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Anaeromyxobacter,161492.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacter_dehalogenans
386,NC_011894,4.0,8.0,12.0,cas1|cas8c|cas4|cas12b|cas8e|cas3,TypeI|TypeV,TypeI-E|TypeI-C|TypeV-B,2.0,,,not all loci have repeats,Methylobacterium,407.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium_4
387,NC_011898,3.0,5.0,7.0,cas1|cas9|cas4|cas3,TypeI|TypeII,TypeII-B,2.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
388,NC_011899,1.0,7.0,9.0,csm6|cas1|cmr1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-B,2.0,,,not all loci have repeats,Halothermothrix,32636.0,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix_orenii
389,NC_011901,2.0,6.0,8.0,cas1|cmr1|cas4|cas8u|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-U,2.0,,,not all loci have repeats,Thioalkalivibrio,106633.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,NC_011901
390,NC_011959,1.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Thermomicrobium,499.0,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,NC_011959
391,NC_011963,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Rhodobacter,1060.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_009433
392,NC_011978,7.0,6.0,8.0,cas1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeI-B,2.0,,,not all loci have repeats,Thermotoga,2335.0,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,NC_000853
393,NC_011979,1.0,5.0,9.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Geobacter,28231.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter_bemidjiensis
394,NC_011992,1.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,not all loci have repeats,Acidovorax,12916.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax_avenae
395,NC_011993,2.0,4.0,3.0,cas8f|cas1|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-F,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
396,NC_012030,2.0,8.0,13.0,cas1|cas10d|cas4|cas8b|cas3,TypeIII|TypeI,TypeI-D|TypeI-B,2.0,,,not all loci have repeats,Halorubrum,56688.0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum_lacusprofundi
397,NC_012032,5.0,15.0,18.0,cas1|csx10|cas4|cas8b|c2c9|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-C|TypeI-B|TypeI-A,3.0,,,not all loci have repeats,Chloroflexus,1107.0,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus_aggregans
398,NC_012034,8.0,12.0,14.0,cas1|cas4|cas8b|c2c9|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeI-B,3.0,,,not all loci have repeats,Caldicellulosiruptor,44000.0,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor_bescii
399,NC_012108,1.0,6.0,6.0,cas1|c2c8|cas4|cas8b|c2c9|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-B,2.0,,,not all loci have repeats,Desulfobacterium,2295.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium_autotrophicum
400,NC_012125,2.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Salmonella,590.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NC_010067
401,NC_012207,2.0,7.0,3.0,csm6|cas1|c2c9|cas10,TypeV-U|TypeIII,TypeVU-4|TypeIII-A,2.0,,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
402,NC_012214,4.0,6.0,6.0,cas8f|cas1|cas8e|cas3,TypeI,TypeI-F|TypeI-E,1.0,,,not all loci have repeats,Erwinia,551.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia_amylovora
403,NC_012416,1.0,0.0,0.0,,,,,,,not all loci have repeats,Wolbachia,953.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NC_002978
404,NC_012438,14.0,12.0,14.0,cas1|cmr1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-B,2.0,,,not all loci have repeats,Sulfurihydrogenibium,212790.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,NC_010730
405,NC_012440,4.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Persephonella,182899.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,NC_012440
406,NC_012470,1.0,5.0,7.0,csm6|cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
407,NC_012483,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Acidobacterium,33973.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium_capsulatum
408,NC_012490,1.0,0.0,0.0,,,,,,,not all loci have repeats,Rhodococcus,1827.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NC_012490
409,NC_012560,3.0,15.0,8.0,cas1|cas8c|c2c8|cas4|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E|TypeI-C,2.0,,,not all loci have repeats,Azotobacter,352.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter_vinelandii
410,NC_012563,4.0,0.0,0.0,,,,,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
411,NC_012582,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Vibrio,662.0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella_anguillarum
412,NC_012588,3.0,20.0,27.0,cas1|csx10|cmr1|cas4|c2c9|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-C|TypeIII-B/TypeIII-D|TypeI-A,3.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
413,NC_012589,3.0,16.0,20.0,cas1|csx10|cmr1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
414,NC_012590,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
415,NC_012622,2.0,15.0,19.0,cas1|cmr1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
416,NC_012623,2.0,11.0,15.0,cas1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeI-A,2.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
417,NC_012632,3.0,20.0,27.0,cas1|csx10|cmr1|cas4|c2c9|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-C|TypeIII-B/TypeIII-D|TypeI-A,3.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
418,NC_012658,2.0,2.0,2.0,cmr1|cas10,TypeIII,TypeIII-B/TypeIII-D,1.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
419,NC_012691,1.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Tolumonas,43947.0,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NC_012691
420,NC_012724,1.0,0.0,0.0,,,,,,,not all loci have repeats,Burkholderia,32008.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_383
421,NC_012726,2.0,15.0,16.0,cas1|cmr1|cas4|c2c9|cas8a|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-A,3.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
422,NC_012731,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Klebsiella,570.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_oxytoca
423,NC_012759,2.0,5.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
424,NC_012778,1.0,2.0,2.0,cas1|cas12a,TypeV,TypeV-A,1.0,,,not all loci have repeats,Eubacterium,1730.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium_cylindroides
425,NC_012781,2.0,7.0,9.0,cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Eubacterium,1730.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium_cylindroides
426,NC_012785,4.0,7.0,9.0,cas1|cmr1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-B,2.0,,,not all loci have repeats,Kosmotoga,651456.0,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga_olearia
427,NC_012793,5.0,12.0,14.0,csm6|cas1|cmr1|cas4|cas8b|c2c4|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-B,3.0,,,not all loci have repeats,Geobacillus,129337.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus_C56
428,NC_012794,1.0,0.0,0.0,,,,,,,not all loci have repeats,Geobacillus,129337.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus_C56
429,NC_012796,2.0,7.0,9.0,cas8f|cas1|cas8c|cas4|cas3,TypeI,TypeI-F|TypeI-C,1.0,,,not all loci have repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
430,NC_012804,3.0,4.0,6.0,cas4|cas8a|cas3,TypeI,TypeI-A,1.0,missing cas1,,not all loci have repeats,Thermococcus,2263.0,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,NC_006624
431,NC_012814,1.0,3.0,5.0,cas1|cas4|cas3,TypeI,,1.0,,,not all loci have repeats,Bifidobacterium,1678.0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium_adolescentis
432,NC_012815,1.0,3.0,5.0,cas1|cas4|cas3,TypeI,,1.0,,,not all loci have repeats,Bifidobacterium,1678.0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium_adolescentis
433,NC_012880,4.0,6.0,6.0,cas8f|cas1|cas8e|cas3,TypeI,TypeI-F|TypeI-E,1.0,,,not all loci have repeats,Dickeya,204037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya_dadantii
434,NC_012883,1.0,5.0,9.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Thermococcus,2263.0,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,NC_006624
435,NC_012891,1.0,4.0,4.0,csm6|cas1|cas9|csn2,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
436,NC_012892,2.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
437,NC_012912,4.0,7.0,7.0,cas8f|cas1|cas8e|cas3,TypeI,TypeI-F|TypeI-E,1.0,,,not all loci have repeats,Dickeya,204037.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya_dadantii
438,NC_012913,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Aggregatibacter,416916.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter_actinomycetemcomitans
439,NC_012917,1.0,1.0,1.0,cas10,TypeIII,,1.0,,,not all loci have repeats,Pectobacterium,122277.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,NC_004547
440,NC_012943,3.0,7.0,3.0,csm6|cas1|c2c9|cas10,TypeV-U|TypeIII,TypeVU-4|TypeIII-A,2.0,,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
441,NC_012947,2.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
442,NC_012962,5.0,8.0,8.0,cas8f|cas1|cas8e|cas3,TypeI,TypeI-F|TypeI-E,1.0,,,not all loci have repeats,Photorhabdus,29487.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,NC_005126
443,NC_012967,2.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
444,NC_012971,2.0,2.0,0.0,c2c8|c2c9,TypeV-U,TypeVU-2|TypeVU-4,1.0,missing cas1,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
445,NC_012997,2.0,6.0,8.0,cas1|cas8c|cmr1|cas4|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-C,2.0,,,not all loci have repeats,Teredinibacter,2425.0,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NC_012997
446,NC_013008,1.0,7.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
447,NC_013016,2.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,not all loci have repeats,Neisseria,482.0,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NC_002946
448,NC_013062,1.0,1.0,1.0,cas13b,TypeVI,TypeVI-B,1.0,,,not all loci have repeats,Flavobacteriaceae,49546.0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_bacterium
449,NC_013124,2.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Acidimicrobium,53634.0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium_ferrooxidans
450,NC_013131,4.0,4.0,3.0,cas1|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Catenulispora,414878.0,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora_acidiphila
451,NC_013156,7.0,10.0,12.0,cas1|cmr1|cas4|cas8b|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-B|TypeI-A,2.0,,,not all loci have repeats,Methanocaldococcus,196118.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus_fervens
452,NC_013158,1.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Halorhabdus,146825.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus_tiamatea
453,NC_013159,10.0,10.0,10.0,cas1|csx10|cas8e|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeI-E,2.0,,,not all loci have repeats,Saccharomonospora,1851.0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NC_013159
454,NC_013160,1.0,3.0,5.0,cas4|cas8b|cas3,TypeI,TypeI-B,1.0,missing cas1,,not all loci have repeats,Cyanothece,43988.0,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Cyanothecaceae,Cyanothece_ATCC
